election_name,election_year,district,state,tier,election_result,notes
VA - Mecklenburg - 2019,2019,VA - Mecklenburg,VA,,,
VA - Middlesex - 2015,2015,VA - Middlesex,VA,,,
VA - Middlesex - 2019,2019,VA - Middlesex,VA,,,
VA - Montgomery - 2015,2015,VA - Montgomery,VA,,,
VA - Montgomery - 2019,2019,VA - Montgomery,VA,,,
VA - Nelson - 2015,2015,VA - Nelson,VA,,,
VA - Nelson - 2016,2016,VA - Nelson,VA,,,Special election for unexpired term
VA - Nelson - 2019,2019,VA - Nelson,VA,,,
VA - New Kent - 2015,2015,VA - New Kent,VA,,,
VA - New Kent - 2019,2019,VA - New Kent,VA,,,
VA - Newport News City - 2013,2013,VA - Newport News City,VA,,,
VA - Newport News City - 2017,2017,VA - Newport News City,VA,,,
VA - Norfolk City - 2013,2013,VA - Norfolk City,VA,,,
VA - Norfolk City - 2017,2017,VA - Norfolk City,VA,,,
VA - Northampton - 2015,2015,VA - Northampton,VA,,,
VA - Northampton - 2019,2019,VA - Northampton,VA,,,
VA - Northumberland - 2015,2015,VA - Northumberland,VA,,,
VA - Northumberland - 2019,2019,VA - Northumberland,VA,,,
VA - Norton City - Wise County - 2015,2015,VA - Norton City - Wise County,VA,,,
VA - Norton City - Wise County - 2019,2019,VA - Norton City - Wise County,VA,,,
VA - Nottoway - 2015,2015,VA - Nottoway,VA,,,
VA - Nottoway - 2019,2019,VA - Nottoway,VA,,,
VA - Orange - 2015,2015,VA - Orange,VA,,,
VA - Orange - 2019,2019,VA - Orange,VA,,,
VA - Page - 2015,2015,VA - Page,VA,,,
VA - Page - 2019,2019,VA - Page,VA,,,
VA - Patrick - 2015,2015,VA - Patrick,VA,,,
VA - Patrick - 2019,2019,VA - Patrick,VA,,,
VA - Petersburg City - 2013,2013,VA - Petersburg City,VA,,,
VA - Petersburg City - 2017,2017,VA - Petersburg City,VA,,,
VA - Pittsylvania - 2015,2015,VA - Pittsylvania,VA,,,
VA - Pittsylvania - 2019,2019,VA - Pittsylvania,VA,,,
VA - Poquoson City - York County - 2015,2015,VA - Poquoson City - York County,VA,,,
VA - Poquoson City - York County - 2019,2019,VA - Poquoson City - York County,VA,,,
VA - Portsmouth City - 2013,2013,VA - Portsmouth City,VA,,,
VA - Portsmouth City - 2017,2017,VA - Portsmouth City,VA,,,
VA - Powhatan - 2015,2015,VA - Powhatan,VA,,,
VA - Powhatan - 2019,2019,VA - Powhatan,VA,,,
VA - Prince Edward - 2015,2015,VA - Prince Edward,VA,,,
VA - Prince Edward - 2019,2019,VA - Prince Edward,VA,,,
VA - Prince George - 2015,2015,VA - Prince George,VA,,,
VA - Prince George - 2019,2019,VA - Prince George,VA,,,
VA - Pulaski - 2015,2015,VA - Pulaski,VA,,,
VA - Pulaski - 2019,2019,VA - Pulaski,VA,,,
VA - Radford City - 2013,2013,VA - Radford City,VA,,,
VA - Radford City - 2017,2017,VA - Radford City,VA,,,
VA - Rappahannock - 2015,2015,VA - Rappahannock,VA,,,
VA - Rappahannock - 2019,2019,VA - Rappahannock,VA,,,
VA - Richmond - 2015,2015,VA - Richmond,VA,,,
VA - Richmond - 2019,2019,VA - Richmond,VA,,,
VA - Richmond City - 2013,2013,VA - Richmond City,VA,,,
VA - Richmond City - 2017,2017,VA - Richmond City,VA,,,
VA - Roanoke - 2015,2015,VA - Roanoke,VA,,,
VA - Roanoke - 2019,2019,VA - Roanoke,VA,,,
VA - Roanoke City - 2013,2013,VA - Roanoke City,VA,,,
VA - Roanoke City - 2017,2017,VA - Roanoke City,VA,,,
VA - Russell - 2015,2015,VA - Russell,VA,,,
VA - Russell - 2019,2019,VA - Russell,VA,,,
VA - Salem City - 2013,2013,VA - Salem City,VA,,,
VA - Salem City - 2017,2017,VA - Salem City,VA,,,
VA - Scott - 2015,2015,VA - Scott,VA,,,
VA - Scott - 2019,2019,VA - Scott,VA,,,
VA - Shenandoah - 2015,2015,VA - Shenandoah,VA,,,
VA - Shenandoah - 2019,2019,VA - Shenandoah,VA,,,
VA - Smyth - 2015,2015,VA - Smyth,VA,,,
VA - Smyth - 2019,2019,VA - Smyth,VA,,,
VA - Spotsylvania - 2015,2015,VA - Spotsylvania,VA,,,
VA - Spotsylvania - 2019,2019,VA - Spotsylvania,VA,,,
VA - Stafford - 2015,2015,VA - Stafford,VA,,,
VA - Stafford - 2019,2019,VA - Stafford,VA,,,
VA - Staunton City - 2013,2013,VA - Staunton City,VA,,,
VA - Staunton City - 2017,2017,VA - Staunton City,VA,,,
VA - Suffolk City - 2013,2013,VA - Suffolk City,VA,,,
VA - Suffolk City - 2017,2017,VA - Suffolk City,VA,,,
VA - Surry - 2015,2015,VA - Surry,VA,,,
VA - Surry - 2019,2019,VA - Surry,VA,,,
VA - Sussex - 2015,2015,VA - Sussex,VA,,,
VA - Sussex - 2019,2019,VA - Sussex,VA,,,
VA - Tazewell - 2015,2015,VA - Tazewell,VA,,,
VA - Tazewell - 2019,2019,VA - Tazewell,VA,,,
VA - Virginia Beach City - 2013,2013,VA - Virginia Beach City,VA,,,
VA - Virginia Beach City - 2017,2017,VA - Virginia Beach City,VA,,,
VA - Warren - 2015,2015,VA - Warren,VA,,,
VA - Warren - 2019,2019,VA - Warren,VA,,,
VA - Washington - 2015,2015,VA - Washington,VA,,,
VA - Washington - 2019,2019,VA - Washington,VA,,,
VA - Waynesboro City - 2014,2014,VA - Waynesboro City,VA,,,
VA - Waynesboro City - 2018,2018,VA - Waynesboro City,VA,,,
VA - Westmoreland - 2015,2015,VA - Westmoreland,VA,,,
VA - Westmoreland - 2019,2019,VA - Westmoreland,VA,,,
VA - Williamsburg City - 2015,2015,VA - James City County - Williamsburg,VA,,,
VA - Williamsburg City - 2019,2019,VA - James City County - Williamsburg,VA,,,
VA - Winchester City - 2015,2015,VA - Winchester City,VA,,,
VA - Winchester City - 2019,2019,VA - Winchester City,VA,,,
VA - Wythe - 2015,2015,VA - Wythe,VA,,,
VA - Wythe - 2019,2019,VA - Wythe,VA,,,
VT - Addison - 2014,2014,VT - Addison,VT,,,
VT - Addison - 2018,2018,VT - Addison,VT,,,
VT - Bennington - 2014,2014,VT - Bennington,VT,,,
VT - Bennington - 2018,2018,VT - Bennington,VT,,,
VT - Caledonia - 2014,2014,VT - Caledonia,VT,,,
VT - Caledonia - 2018,2018,VT - Caledonia,VT,,,
VT - Chittenden - 2014,2014,VT - Chittenden,VT,,,
VT - Chittenden - 2018,2018,VT - Chittenden,VT,,,
VT - Essex - 2014,2014,VT - Essex,VT,,,
VT - Essex - 2018,2018,VT - Essex,VT,,,
VT - Franklin - 2014,2014,VT - Franklin,VT,,,
VT - Franklin - 2018,2018,VT - Franklin,VT,,,
VT - Grand Isle - 2014,2014,VT - Grand Isle,VT,,,
VT - Grand Isle - 2018,2018,VT - Grand Isle,VT,,,
VT - Lamoille - 2014,2014,VT - Lamoille,VT,,,
VT - Lamoille - 2018,2018,VT - Lamoille,VT,,,
VT - Orange - 2014,2014,VT - Orange,VT,,,
VT - Orange - 2018,2018,VT - Orange,VT,,,
VT - Orleans - 2014,2014,VT - Orleans,VT,,,
VT - Orleans - 2018,2018,VT - Orleans,VT,,,
VT - Rutland - 2014,2014,VT - Rutland,VT,,,
VT - Rutland - 2018,2018,VT - Rutland,VT,,,
VT - Washington - 2014,2014,VT - Washington,VT,,,
VT - Washington - 2018,2018,VT - Washington,VT,,,
VT - Windham - 2014,2014,VT - Windham,VT,,,
VT - Windham - 2018,2018,VT - Windham,VT,,,
VT - Windsor - 2014,2014,VT - Windsor,VT,,,
VT - Windsor - 2018,2018,VT - Windsor,VT,,,
WA - Adams - 2014,2014,WA - Adams,WA,,,
WA - Adams - 2018,2018,WA - Adams,WA,,,
WA - Asotin - 2014,2014,WA - Asotin,WA,,,
WA - Asotin - 2018,2018,WA - Asotin,WA,,,
WA - Benton - 2014,2014,WA - Benton,WA,,,
WA - Benton - 2018,2018,WA - Benton,WA,,,
WA - Chelan - 2014,2014,WA - Chelan,WA,,,
WA - Chelan - 2018,2018,WA - Chelan,WA,,,
WA - Clallam - 2014,2014,WA - Clallam,WA,,,
WA - Clallam - 2018,2018,WA - Clallam,WA,,,
WA - Clark - 2014,2014,WA - Clark,WA,,,
WA - Clark - 2018,2018,WA - Clark,WA,,,
WA - Columbia - 2014,2014,WA - Columbia,WA,,,
WA - Columbia - 2018,2018,WA - Columbia,WA,,,
WA - Cowlitz - 2014,2014,WA - Cowlitz,WA,,,
WA - Cowlitz - 2018,2018,WA - Cowlitz,WA,,,
WA - Douglas - 2014,2014,WA - Douglas,WA,,,
WA - Douglas - 2018,2018,WA - Douglas,WA,,,
WA - Ferry - 2014,2014,WA - Ferry,WA,,,
WA - Ferry - 2018,2018,WA - Ferry,WA,,,
WA - Franklin - 2014,2014,WA - Franklin,WA,,,
WA - Franklin - 2018,2018,WA - Franklin,WA,,,
WA - Garfield - 2014,2014,WA - Garfield,WA,,,
WA - Garfield - 2018,2018,WA - Garfield,WA,,,
WA - Grant - 2014,2014,WA - Grant,WA,,,
WA - Grant - 2018,2018,WA - Grant,WA,,,
WA - Grays Harbor - 2014,2014,WA - Grays Harbor,WA,,,
WA - Grays Harbor - 2018,2018,WA - Grays Harbor,WA,,,
WA - Island - 2014,2014,WA - Island,WA,,,
WA - Island - 2018,2018,WA - Island,WA,,,
WA - Jefferson - 2014,2014,WA - Jefferson,WA,,,
WA - Jefferson - 2018,2018,WA - Jefferson,WA,,,
WA - King - 2014,2014,WA - King,WA,,,
WA - King - 2018,2018,WA - King,WA,,,
WA - Kitsap - 2014,2014,WA - Kitsap,WA,,,
WA - Kitsap - 2018,2018,WA - Kitsap,WA,,,
WA - Kittitas - 2014,2014,WA - Kittitas,WA,,,
WA - Kittitas - 2018,2018,WA - Kittitas,WA,,,
WA - Klickitat - 2014,2014,WA - Klickitat,WA,,,
WA - Klickitat - 2018,2018,WA - Klickitat,WA,,,
WA - Lewis - 2014,2014,WA - Lewis,WA,,,
WA - Lewis - 2018,2018,WA - Lewis,WA,,,
WA - Lincoln - 2014,2014,WA - Lincoln,WA,,,
WA - Lincoln - 2018,2018,WA - Lincoln,WA,,,
WA - Mason - 2014,2014,WA - Mason,WA,,,
WA - Mason - 2018,2018,WA - Mason,WA,,,
WA - Okanogan - 2014,2014,WA - Okanogan,WA,,,
WA - Okanogan - 2018,2018,WA - Okanogan,WA,,,
WA - Pacific - 2014,2014,WA - Pacific,WA,,,
WA - Pacific - 2018,2018,WA - Pacific,WA,,,
WA - Pend Oreille - 2014,2014,WA - Pend Oreille,WA,,,
WA - Pend Oreille - 2018,2018,WA - Pend Oreille,WA,,,
WA - Pierce - 2014,2014,WA - Pierce,WA,,,
WA - Pierce - 2018,2018,WA - Pierce,WA,,,
WA - San Juan - 2014,2014,WA - San Juan,WA,,,
WA - San Juan - 2018,2018,WA - San Juan,WA,,,
WA - Skagit - 2014,2014,WA - Skagit,WA,,,
WA - Skagit - 2018,2018,WA - Skagit,WA,,,
WA - Skamania - 2014,2014,WA - Skamania,WA,,,
WA - Skamania - 2018,2018,WA - Skamania,WA,,,
WA - Snohomish - 2014,2014,WA - Snohomish,WA,,,
WA - Snohomish - 2018,2018,WA - Snohomish,WA,,,
WA - Spokane - 2014,2014,WA - Spokane,WA,,,
WA - Spokane - 2018,2018,WA - Spokane,WA,,,
WA - Stevens - 2014,2014,WA - Stevens,WA,,,
WA - Stevens - 2018,2018,WA - Stevens,WA,,,
WA - Thurston - 2014,2014,WA - Thurston,WA,,,
WA - Thurston - 2018,2018,WA - Thurston,WA,,,
WA - Wahkiakum - 2014,2014,WA - Wahkiakum,WA,,,
WA - Wahkiakum - 2018,2018,WA - Wahkiakum,WA,,,
WA - Walla Walla - 2014,2014,WA - Walla Walla,WA,,,
WA - Walla Walla - 2018,2018,WA - Walla Walla,WA,,,
WA - Whatcom - 2014,2014,WA - Whatcom,WA,,,
WA - Whatcom - 2018,2018,WA - Whatcom,WA,,,
WA - Whitman - 2014,2014,WA - Whitman,WA,,,
WA - Whitman - 2018,2018,WA - Whitman,WA,,,
WA - Yakima - 2014,2014,WA - Yakima,WA,,,
WA - Yakima - 2018,2018,WA - Yakima,WA,,,
WI - Adams - 2012,2012,WI - Adams,WI,,,
WI - Adams - 2016,2016,WI - Adams,WI,,,
WI - Ashland - 2012,2012,WI - Ashland,WI,,,
WI - Ashland - 2016,2016,WI - Ashland,WI,,,
WI - Barron - 2012,2012,WI - Barron,WI,,,
WI - Barron - 2016,2016,WI - Barron,WI,,,
WI - Bayfield - 2012,2012,WI - Bayfield,WI,,,
WI - Bayfield - 2016,2016,WI - Bayfield,WI,,,
WI - Brown - 2012,2012,WI - Brown,WI,,,
WI - Brown - 2016,2016,WI - Brown,WI,,,
WI - Buffalo - 2012,2012,WI - Buffalo,WI,,,
WI - Buffalo - 2016,2016,WI - Buffalo,WI,,,
WI - Burnett - 2012,2012,WI - Burnett,WI,,,
WI - Burnett - 2016,2016,WI - Burnett,WI,,,
WI - Calumet - 2012,2012,WI - Calumet,WI,,,
WI - Calumet - 2016,2016,WI - Calumet,WI,,,
WI - Chippewa - 2012,2012,WI - Chippewa,WI,,,
WI - Chippewa - 2016,2016,WI - Chippewa,WI,,,
WI - Clark - 2012,2012,WI - Clark,WI,,,
WI - Clark - 2016,2016,WI - Clark,WI,,,
WI - Columbia - 2012,2012,WI - Columbia,WI,,,
WI - Columbia - 2016,2016,WI - Columbia,WI,,,
WI - Crawford - 2012,2012,WI - Crawford,WI,,,
WI - Crawford - 2016,2016,WI - Crawford,WI,,,
WI - Dane - 2012,2012,WI - Dane,WI,,,
WI - Dane - 2016,2016,WI - Dane,WI,,,
WI - Dodge - 2012,2012,WI - Dodge,WI,,,
WI - Dodge - 2016,2016,WI - Dodge,WI,,,
WI - Door - 2012,2012,WI - Door,WI,,,
WI - Door - 2016,2016,WI - Door,WI,,,
WI - Douglas - 2012,2012,WI - Douglas,WI,,,
WI - Douglas - 2016,2016,WI - Douglas,WI,,,
WI - Dunn - 2012,2012,WI - Dunn,WI,,,
WI - Dunn - 2016,2016,WI - Dunn,WI,,,
WI - Eau Claire - 2012,2012,WI - Eau Claire,WI,,,
WI - Eau Claire - 2016,2016,WI - Eau Claire,WI,,,
WI - Florence - 2012,2012,WI - Florence,WI,,,
WI - Florence - 2016,2016,WI - Florence,WI,,,
WI - Fond du Lac - 2012,2012,WI - Fond du Lac,WI,,,
WI - Fond du Lac - 2016,2016,WI - Fond du Lac,WI,,,
WI - Forest - 2012,2012,WI - Forest,WI,,,
WI - Forest - 2016,2016,WI - Forest,WI,,,
WI - Grant - 2012,2012,WI - Grant,WI,,,
WI - Grant - 2016,2016,WI - Grant,WI,,,
WI - Green - 2012,2012,WI - Green,WI,,,
WI - Green - 2016,2016,WI - Green,WI,,,
WI - Green Lake - 2012,2012,WI - Green Lake,WI,,,
WI - Green Lake - 2016,2016,WI - Green Lake,WI,,,
WI - Iowa - 2012,2012,WI - Iowa,WI,,,
WI - Iowa - 2016,2016,WI - Iowa,WI,,,
WI - Iron - 2012,2012,WI - Iron,WI,,,
WI - Iron - 2016,2016,WI - Iron,WI,,,
WI - Jackson - 2012,2012,WI - Jackson,WI,,,
WI - Jackson - 2016,2016,WI - Jackson,WI,,,
WI - Jefferson - 2012,2012,WI - Jefferson,WI,,,
WI - Jefferson - 2016,2016,WI - Jefferson,WI,,,
WI - Juneau - 2012,2012,WI - Juneau,WI,,,
WI - Juneau - 2016,2016,WI - Juneau,WI,,,
WI - Kenosha - 2012,2012,WI - Kenosha,WI,,,
WI - Kenosha - 2016,2016,WI - Kenosha,WI,,,
WI - Kewaunee - 2012,2012,WI - Kewaunee,WI,,,
WI - Kewaunee - 2016,2016,WI - Kewaunee,WI,,,
WI - La Crosse - 2012,2012,WI - La Crosse,WI,,,
WI - La Crosse - 2016,2016,WI - La Crosse,WI,,,
WI - Lafayette - 2012,2012,WI - Lafayette,WI,,,
WI - Lafayette - 2016,2016,WI - Lafayette,WI,,,
WI - Langlade - 2012,2012,WI - Langlade,WI,,,
WI - Langlade - 2016,2016,WI - Langlade,WI,,,
WI - Lincoln - 2012,2012,WI - Lincoln,WI,,,
WI - Lincoln - 2016,2016,WI - Lincoln,WI,,,
WI - Manitowoc - 2012,2012,WI - Manitowoc,WI,,,
WI - Manitowoc - 2016,2016,WI - Manitowoc,WI,,,
WI - Marathon - 2012,2012,WI - Marathon,WI,,,
WI - Marathon - 2016,2016,WI - Marathon,WI,,,
WI - Marinette - 2012,2012,WI - Marinette,WI,,,
WI - Marinette - 2016,2016,WI - Marinette,WI,,,
WI - Marquette - 2012,2012,WI - Marquette,WI,,,
WI - Marquette - 2016,2016,WI - Marquette,WI,,,
WI - Menominee-Shawano - 2012,2012,WI - Menominee-Shawano,WI,,,
WI - Menominee-Shawano - 2016,2016,WI - Menominee-Shawano,WI,,,
WI - Milwaukee - 2012,2012,WI - Milwaukee,WI,,,
WI - Milwaukee - 2016,2016,WI - Milwaukee,WI,,,
WI - Monroe - 2012,2012,WI - Monroe,WI,,,
WI - Monroe - 2016,2016,WI - Monroe,WI,,,
WI - Oconto - 2012,2012,WI - Oconto,WI,,,
WI - Oconto - 2016,2016,WI - Oconto,WI,,,
WI - Oneida - 2012,2012,WI - Oneida,WI,,,
WI - Oneida - 2016,2016,WI - Oneida,WI,,,
WI - Outagamie - 2012,2012,WI - Outagamie,WI,,,
WI - Outagamie - 2016,2016,WI - Outagamie,WI,,,
WI - Ozaukee - 2012,2012,WI - Ozaukee,WI,,,
WI - Ozaukee - 2016,2016,WI - Ozaukee,WI,,,
WI - Pepin - 2012,2012,WI - Pepin,WI,,,
WI - Pepin - 2016,2016,WI - Pepin,WI,,,
WI - Pierce - 2012,2012,WI - Pierce,WI,,,
WI - Pierce - 2016,2016,WI - Pierce,WI,,,
WI - Polk - 2012,2012,WI - Polk,WI,,,
WI - Polk - 2016,2016,WI - Polk,WI,,,
WI - Portage - 2012,2012,WI - Portage,WI,,,
WI - Portage - 2016,2016,WI - Portage,WI,,,
WI - Price - 2012,2012,WI - Price,WI,,,
WI - Price - 2016,2016,WI - Price,WI,,,
WI - Racine - 2012,2012,WI - Racine,WI,,,
WI - Racine - 2016,2016,WI - Racine,WI,,,
WI - Richland - 2012,2012,WI - Richland,WI,,,
WI - Richland - 2016,2016,WI - Richland,WI,,,
WI - Rock - 2012,2012,WI - Rock,WI,,,
WI - Rock - 2016,2016,WI - Rock,WI,,,
WI - Rusk - 2012,2012,WI - Rusk,WI,,,
WI - Rusk - 2016,2016,WI - Rusk,WI,,,
WI - Saint Croix - 2012,2012,WI - Saint Croix,WI,,,
WI - Saint Croix - 2016,2016,WI - Saint Croix,WI,,,
WI - Sauk - 2012,2012,WI - Sauk,WI,,,
WI - Sauk - 2016,2016,WI - Sauk,WI,,,
WI - Sawyer - 2012,2012,WI - Sawyer,WI,,,
WI - Sawyer - 2016,2016,WI - Sawyer,WI,,,
WI - Sheboygan - 2012,2012,WI - Sheboygan,WI,,,
WI - Sheboygan - 2016,2016,WI - Sheboygan,WI,,,
WI - Taylor - 2012,2012,WI - Taylor,WI,,,
WI - Taylor - 2016,2016,WI - Taylor,WI,,,
WI - Trempealeau - 2012,2012,WI - Trempealeau,WI,,,
WI - Trempealeau - 2016,2016,WI - Trempealeau,WI,,,
WI - Vernon - 2012,2012,WI - Vernon,WI,,,
WI - Vernon - 2016,2016,WI - Vernon,WI,,,
WI - Vilas - 2012,2012,WI - Vilas,WI,,,
WI - Vilas - 2016,2016,WI - Vilas,WI,,,
WI - Walworth - 2012,2012,WI - Walworth,WI,,,
WI - Walworth - 2016,2016,WI - Walworth,WI,,,
WI - Washburn - 2012,2012,WI - Washburn,WI,,,
WI - Washburn - 2016,2016,WI - Washburn,WI,,,
WI - Washington - 2012,2012,WI - Washington,WI,,,
WI - Washington - 2016,2016,WI - Washington,WI,,,
WI - Waukesha - 2016,2016,WI - Waukesha,WI,,,
WI - Waupaca - 2012,2012,WI - Waupaca,WI,,,
WI - Waupaca - 2016,2016,WI - Waupaca,WI,,,
WI - Waushara - 2012,2012,WI - Waushara,WI,,,
WI - Waushara - 2016,2016,WI - Waushara,WI,,,
WI - Winnebago - 2012,2012,WI - Winnebago,WI,,,
WI - Winnebago - 2016,2016,WI - Winnebago,WI,,,
WI - Wood - 2012,2012,WI - Wood,WI,,,
WI - Wood - 2016,2016,WI - Wood,WI,,,
WV - Barbour - 2012,2012,WV - Barbour,WV,,,
WV - Barbour - 2016,2016,WV - Barbour,WV,,,
WV - Berkeley - 2012,2012,WV - Berkeley,WV,,,
WV - Berkeley - 2016,2016,WV - Berkeley,WV,,,
WV - Boone - 2012,2012,WV - Boone,WV,,,
WV - Boone - 2016,2016,WV - Boone,WV,,,
WV - Braxton - 2012,2012,WV - Braxton,WV,,,
WV - Braxton - 2016,2016,WV - Braxton,WV,,,
WV - Brooke - 2012,2012,WV - Brooke,WV,,,
WV - Brooke - 2016,2016,WV - Brooke,WV,,,
WV - Cabell - 2016,2016,WV - Cabell,WV,,,
WV - Calhoun - 2012,2012,WV - Calhoun,WV,,,
WV - Calhoun - 2016,2016,WV - Calhoun,WV,,,
WV - Clay - 2012,2012,WV - Clay,WV,,,
WV - Clay - 2016,2016,WV - Clay,WV,,,
WV - Doddridge - 2012,2012,WV - Doddridge,WV,,,
WV - Doddridge - 2016,2016,WV - Doddridge,WV,,,
WV - Fayette - 2016,2016,WV - Fayette,WV,,,
WV - Gilmer - 2012,2012,WV - Gilmer,WV,,,
WV - Gilmer - 2016,2016,WV - Gilmer,WV,,,
WV - Grant - 2012,2012,WV - Grant,WV,,,
WV - Grant - 2016,2016,WV - Grant,WV,,,
WV - Greenbrier - 2012,2012,WV - Greenbrier,WV,,,
WV - Greenbrier - 2016,2016,WV - Greenbrier,WV,,,
WV - Hampshire - 2012,2012,WV - Hampshire,WV,,,
WV - Hampshire - 2016,2016,WV - Hampshire,WV,,,
WV - Hancock - 2012,2012,WV - Hancock,WV,,,
WV - Hancock - 2016,2016,WV - Hancock,WV,,,
WV - Hardy - 2012,2012,WV - Hardy,WV,,,
WV - Hardy - 2016,2016,WV - Hardy,WV,,,
WV - Harrison - 2016,2016,WV - Harrison,WV,,,
WV - Jackson - 2012,2012,WV - Jackson,WV,,,
WV - Jackson - 2016,2016,WV - Jackson,WV,,,
WV - Jefferson - 2012,2012,WV - Jefferson,WV,,,
WV - Jefferson - 2016,2016,WV - Jefferson,WV,,,
WV - Kanawha - 2016,2016,WV - Kanawha,WV,,,
WV - Lewis - 2014,2014,WV - Lewis,WV,,,
WV - Lewis - 2016,2016,WV - Lewis,WV,,,
WV - Lincoln - 2012,2012,WV - Lincoln,WV,,,
WV - Lincoln - 2016,2016,WV - Lincoln,WV,,,
WV - Logan - 2012,2012,WV - Logan,WV,,,
WV - Logan - 2016,2016,WV - Logan,WV,,,
WV - Marion - 2012,2012,WV - Marion,WV,,,
WV - Marion - 2016,2016,WV - Marion,WV,,,
WV - Marshall - 2016,2016,WV - Marshall,WV,,,
WV - Mason - 2012,2012,WV - Mason,WV,,,
WV - Mason - 2016,2016,WV - Mason,WV,,,
WV - McDowell - 2012,2012,WV - McDowell,WV,,,
WV - McDowell - 2016,2016,WV - McDowell,WV,,,
WV - Mercer - 2012,2012,WV - Mercer,WV,,,
WV - Mercer - 2016,2016,WV - Mercer,WV,,,
WV - Mineral - 2012,2012,WV - Mineral,WV,,,
WV - Mineral - 2016,2016,WV - Mineral,WV,,,
WV - Mingo - 2016,2016,WV - Mingo,WV,,,
WV - Monongalia - 2012,2012,WV - Monongalia,WV,,,
WV - Monongalia - 2016,2016,WV - Monongalia,WV,,,
WV - Monroe - 2012,2012,WV - Monroe,WV,,,
WV - Monroe - 2016,2016,WV - Monroe,WV,,,
WV - Morgan - 2012,2012,WV - Morgan,WV,,,
WV - Morgan - 2016,2016,WV - Morgan,WV,,,
WV - Nicholas - 2016,2016,WV - Nicholas,WV,,,
WV - Ohio - 2012,2012,WV - Ohio,WV,,,
WV - Ohio - 2016,2016,WV - Ohio,WV,,,
WV - Pendleton - 2012,2012,WV - Pendleton,WV,,,
WV - Pendleton - 2016,2016,WV - Pendleton,WV,,,
WV - Pleasants - 2012,2012,WV - Pleasants,WV,,,
WV - Pleasants - 2016,2016,WV - Pleasants,WV,,,
WV - Pocahontas - 2012,2012,WV - Pocahontas,WV,,,
WV - Pocahontas - 2016,2016,WV - Pocahontas,WV,,,
WV - Preston - 2012,2012,WV - Preston,WV,,,
WV - Preston - 2016,2016,WV - Preston,WV,,,
WV - Putnam - 2012,2012,WV - Putnam,WV,,,
WV - Putnam - 2016,2016,WV - Putnam,WV,,,
WV - Raleigh - 2012,2012,WV - Raleigh,WV,,,
WV - Raleigh - 2016,2016,WV - Raleigh,WV,,,
WV - Randolph - 2012,2012,WV - Randolph,WV,,,
WV - Randolph - 2016,2016,WV - Randolph,WV,,,
WV - Ritchie - 2012,2012,WV - Ritchie,WV,,,
WV - Ritchie - 2016,2016,WV - Ritchie,WV,,,
WV - Roane - 2012,2012,WV - Roane,WV,,,
WV - Roane - 2016,2016,WV - Roane,WV,,,
WV - Summers - 2012,2012,WV - Summers,WV,,,
WV - Summers - 2016,2016,WV - Summers,WV,,,
WV - Taylor - 2012,2012,WV - Taylor,WV,,,
WV - Taylor - 2016,2016,WV - Taylor,WV,,,
WV - Tucker - 2012,2012,WV - Tucker,WV,,,
WV - Tucker - 2016,2016,WV - Tucker,WV,,,
WV - Tyler - 2012,2012,WV - Tyler,WV,,,
WV - Tyler - 2016,2016,WV - Tyler,WV,,,
WV - Upshur - 2016,2016,WV - Upshur,WV,,,
WV - Wayne - 2012,2012,WV - Wayne,WV,,,
WV - Wayne - 2016,2016,WV - Wayne,WV,,,
WV - Webster - 2012,2012,WV - Webster,WV,,,
WV - Webster - 2016,2016,WV - Webster,WV,,,
WV - Wetzel - 2012,2012,WV - Wetzel,WV,,,
WV - Wetzel - 2016,2016,WV - Wetzel,WV,,,
WV - Wirt - 2012,2012,WV - Wirt,WV,,,
WV - Wirt - 2016,2016,WV - Wirt,WV,,,
WV - Wood - 2012,2012,WV - Wood,WV,,,
WV - Wood - 2016,2016,WV - Wood,WV,,,
WV - Wyoming - 2016,2016,WV - Wyoming,WV,,,
WY - Albany - 2014,2014,WY - Albany,WY,,,
WY - Albany - 2018,2018,WY - Albany,WY,,,
WY - Big Horn - 2014,2014,WY - Big Horn,WY,,,
WY - Big Horn - 2018,2018,WY - Big Horn,WY,,,
WY - Campbell - 2014,2014,WY - Campbell,WY,,,
WY - Campbell - 2018,2018,WY - Campbell,WY,,,
WY - Carbon - 2014,2014,WY - Carbon,WY,,,
WY - Carbon - 2018,2018,WY - Carbon,WY,,,
WY - Converse - 2014,2014,WY - Converse,WY,,,
WY - Converse - 2018,2018,WY - Converse,WY,,,
WY - Crook - 2014,2014,WY - Crook,WY,,,
